Text ID,
3550526,
3640989,
3640826,
3621328,
3810200,
3810625,
3641155,
3640164,
3622363,
3811102,
273,
3641192,
3641008,
3810189,
3622312,
3622210,
3621203,
530,
54,
3810039,
3640150,
3550903,
81,
3810966,
3641128,
3640926,
3550101,
3810874,
3811256,
3622362,
190,
3550370,
3550406,
3640331,
3811358,
3810423,
3641227,
3810466,
3620171,
3810707,
3810067,
3622032,
3810680,
478,
3641118,
3621619,
3620426,
3621014,
3550120,
3641254,
3810255,
3620186,
3640229,
3640396,
3622391,
3641170,
3620409,
3621151,
558,
3550581,
3621292,
3640409,
3811240,
3810433,
3810006,
3550637,
3622256,
294,
3640357,
3810861,
3810791,
3550207,
3640654,
3811253,
3640305,
3641216,
3811051,
3810124,
189,
3621835,
3810269,
3810194,
3810358,
3640378,
3550241,
3550360,
3641247,
3620633,
3640336,
3622367,
3810408,
3620372,
3640790,
413,
428,
82,
3640124,
3100024,
3810602,
3550334,
3620530,
3622142,
3550307,
3811456,
3621201,
3622209,
3550038,
3550134,
3811032,
3640404,
3640747,
3620004,
108,
3620125,
3550321,
3550428,
3810871,
3810811,
119,
3640095,
3810018,
3620542,
526,
3550065,
3641130,
3640173,
694,
3810955,
3810753,
3810257,
3620185,
3810050,
3810580,
3550461,
3810210,
3810547,
3640829,
475,
3811017,
3621306,
3640193,
3621200,
3810683,
3550601,
102,
3550034,
3622246,
3621065,
86,
3550190,
3550392,
3811289,
3640167,
3641069,
3640345,
3620250,
3550806,
3810360,
3100002,
3641339,
3640384,
3700024,
3550086,
3100073,
3810947,
298,
3640701,
3811062,
181,
3550408,
3640428,
3550154,
3641349,
3810469,
3100052,
3641339,
3550478,
3621757,
3100075,
3100047,
3622444,
3641006,
3640923,
3620625,
3550288,
3811298,
3641245,
3641031,
11,
3640513,
3622303,
3640368,
3810506,
3620987,
3622187,
3620904,
3810161,
3811396,
3550034,
3640325,
172,
3640464,
3620712,
3640233,
3640647,
3811226,
3810311,
3620172,
3550535,
3640402,
3641090,
3641209,
3640297,
355,
3640481,
3641193,
3550305,
3810196,
3100010,
3811151,
3100099,
3622467,
3622383,
3810029,
3550687,
3811378,
3621387,
3810449,
3640927,
3620257,
3550405,
3810516,
3621391,
3810382,
3810673,
